Comment ID,Channel ID,Comment Create Timestamp,Price,Parent Comment ID,Video ID,Comment Text
UgwI3bFkt4rcYnqFtQF4AaABAg,UCPUuVY7w8brL0r__P8UBgyQ,2020-04-14T15:06:13.53298+00:00,0,,gDmpqn92s5U,"{""text"":""In case it is helpful, here are all my Matlab videos in a single playlist ""},{""text"":""https://www.youtube.com/playlist?list=PLxdnSsBqCrrEU0dLSrTcl0-w9cVYKMTaF"",""playlistLink"":{""externalPlaylistId"":""PLxdnSsBqCrrEU0dLSrTcl0-w9cVYKMTaF""}},{""text"":"".  You can support this channel via Patreon at ""},{""text"":""https://www.patreon.com/christopherwlum"",""link"":{""linkUrl"":""https://www.patreon.com/christopherwlum""}},{""text"":"". Please let me know what you think in the comments.  Thanks for watching!""}"
Ugz10RR5ug-4RIdZz414AaABAg,UCPUuVY7w8brL0r__P8UBgyQ,2020-04-14T15:05:56.025664+00:00,0,,ZBafH5fss1E,"{""text"":""In case it is helpful, here are all my Matlab videos in a single playlist ""},{""text"":""https://www.youtube.com/playlist?list=PLxdnSsBqCrrEU0dLSrTcl0-w9cVYKMTaF"",""playlistLink"":{""externalPlaylistId"":""PLxdnSsBqCrrEU0dLSrTcl0-w9cVYKMTaF""}},{""text"":"".  You can support this channel via Patreon at ""},{""text"":""https://www.patreon.com/christopherwlum"",""link"":{""linkUrl"":""https://www.patreon.com/christopherwlum""}},{""text"":"" or by clicking the 'THANKS' button underneath the video. Please let me know what you think in the comments.  Thanks for watching!""}"
UgwUAeJpGeLwWc0x-u14AaABAg,UCPUuVY7w8brL0r__P8UBgyQ,2020-04-14T15:05:38.197449+00:00,0,,_M0mOHn0ink,"{""text"":""In case it is helpful, here are all my Matlab videos in a single playlist ""},{""text"":""https://www.youtube.com/playlist?list=PLxdnSsBqCrrEU0dLSrTcl0-w9cVYKMTaF"",""playlistLink"":{""externalPlaylistId"":""PLxdnSsBqCrrEU0dLSrTcl0-w9cVYKMTaF""}},{""text"":"".  You can support this channel via Patreon at ""},{""text"":""https://www.patreon.com/christopherwlum"",""link"":{""linkUrl"":""https://www.patreon.com/christopherwlum""}},{""text"":"". Please let me know what you think in the comments.  Thanks for watching!""}"
UgxQTlxO0LUzlS1vas14AaABAg,UCPUuVY7w8brL0r__P8UBgyQ,2020-04-13T21:18:38.97032+00:00,0,,SrT2tPP2f84,"{""text"":""In case it is helpful, here are all my Mathematica videos in a single playlist ""},{""text"":""https://www.youtube.com/playlist?list=PLxdnSsBqCrrE4j99TtW_zdyED2IVgbBUd"",""playlistLink"":{""externalPlaylistId"":""PLxdnSsBqCrrE4j99TtW_zdyED2IVgbBUd""}},{""text"":"".  Please let me know what you think in the comments.  Thanks for watching!""}"
UgwJC3UWRUi_odsp3lB4AaABAg,UCPUuVY7w8brL0r__P8UBgyQ,2020-04-13T21:18:15.84334+00:00,0,,S03e6dwM100,"{""text"":""In case it is helpful, here are all my Mathematica videos in a single playlist ""},{""text"":""https://www.youtube.com/playlist?list=PLxdnSsBqCrrE4j99TtW_zdyED2IVgbBUd"",""playlistLink"":{""externalPlaylistId"":""PLxdnSsBqCrrE4j99TtW_zdyED2IVgbBUd""}},{""text"":"".  Please let me know what you think in the comments.  Thanks for watching!""}"
UgyqRP0UD2Xm9Pd0QPh4AaABAg,UCPUuVY7w8brL0r__P8UBgyQ,2020-04-13T21:16:52.612817+00:00,0,,s_ehZc5N7Lg,"{""text"":""In case it is helpful, here are all my Mathematica videos in a single playlist ""},{""text"":""https://www.youtube.com/playlist?list=PLxdnSsBqCrrE4j99TtW_zdyED2IVgbBUd"",""playlistLink"":{""externalPlaylistId"":""PLxdnSsBqCrrE4j99TtW_zdyED2IVgbBUd""}},{""text"":"".  Please let me know what you think in the comments.  Thanks for watching!""}"
Ugw53mqUVddH7ghb9lp4AaABAg,UCPUuVY7w8brL0r__P8UBgyQ,2020-04-13T21:16:34.198768+00:00,0,,j-utznrXmcY,"{""text"":""In case it is helpful, here are all my Mathematica videos in a single playlist ""},{""text"":""https://www.youtube.com/playlist?list=PLxdnSsBqCrrE4j99TtW_zdyED2IVgbBUd"",""playlistLink"":{""externalPlaylistId"":""PLxdnSsBqCrrE4j99TtW_zdyED2IVgbBUd""}},{""text"":"".  Please let me know what you think in the comments.  Thanks for watching!""}"
UgyEzEiBJQerjrBblNp4AaABAg,UCPUuVY7w8brL0r__P8UBgyQ,2020-04-13T21:16:18.639884+00:00,0,,182m2cSyuUs,"{""text"":""In case it is helpful, here are all my Mathematica videos in a single playlist ""},{""text"":""https://www.youtube.com/playlist?list=PLxdnSsBqCrrE4j99TtW_zdyED2IVgbBUd"",""playlistLink"":{""externalPlaylistId"":""PLxdnSsBqCrrE4j99TtW_zdyED2IVgbBUd""}},{""text"":"".  Please let me know what you think in the comments.  Thanks for watching!""}"
UgxHVJXquPH-7AwkkA14AaABAg,UCPUuVY7w8brL0r__P8UBgyQ,2020-04-13T21:16:01.126279+00:00,0,,mXFDAz3S9Uk,"{""text"":""In case it is helpful, here are all my Mathematica videos in a single playlist ""},{""text"":""https://www.youtube.com/playlist?list=PLxdnSsBqCrrE4j99TtW_zdyED2IVgbBUd"",""playlistLink"":{""externalPlaylistId"":""PLxdnSsBqCrrE4j99TtW_zdyED2IVgbBUd""}},{""text"":"".  You can support this channel via Patreon at ""},{""text"":""https://www.patreon.com/christopherwlum"",""link"":{""linkUrl"":""https://www.patreon.com/christopherwlum""}},{""text"":"" or by clicking the 'THANKS' button underneath the video.  Please let me know what you think in the comments.  Thanks for watching!""}"
Ugx6R80IuAc8IuSYct14AaABAg,UCPUuVY7w8brL0r__P8UBgyQ,2020-04-13T05:41:11.525589+00:00,0,,wZkrU1lPObM,"{""text"":""In case it is helpful, here are all my ODE videos in a single playlist ""},{""text"":""https://www.youtube.com/playlist?list=PLxdnSsBqCrrHHvoFPxWq4l9D93jkCNIFN"",""playlistLink"":{""externalPlaylistId"":""PLxdnSsBqCrrHHvoFPxWq4l9D93jkCNIFN""}},{""text"":"".  Please let me know what you think in the comments.  Thanks for watching!""}"
